id;gender;age;familysize;country;major;riasec.realistic;riasec.investigative;riasec.artistic;riasec.social;riasec.enterprising;riasec.conventional;tipi.openess;tipi.conscientiousness;tipi.extraversion;tipi.agreeableness;tipi.neuroticism
3642;Female;19;3;US;Other;1;1.375;2.25;4;1.75;1;13;8;14;12;11
3643;Male;18;4;US;Other;3.5;3.375;3.25;2.875;3.25;3;12;8;11;8;8
3644;Female;31;1;US;Other;2;4.625;4.5;3.5;1.75;1.25;14;8;6;14;9
3647;Female;13;2;US;Other;1.25;2;3.5;3.25;1.5;1.125;10;4;11;4;7
3653;Female;50;2;US;Other;1.375;2.5;3.25;2.75;2.375;2.875;13;10;8;11;6
3655;Female;22;1;US;Other;2;3.5;4.25;2.625;2.125;1.5;12;13;3;9;10
3657;Female;22;4;US;Other;2;2.875;3.375;2.625;1.5;1.5;10;8;2;9;6
3683;Female;19;3;US;Other;1.5;3.125;1.5;4.625;1.25;1.375;10;7;4;12;12
3685;Male;17;4;US;Other;2.75;1.875;1.875;2.125;1.875;2.25;8;7;9;11;6
3686;Female;17;4;US;Other;1.75;1.75;1;2.625;1.875;1.25;12;12;4;13;4
3687;Female;18;2;US;Other;1.25;2.75;2.5;3.375;3.125;3;12;13;10;6;11
3690;Male;25;2;US;Other;1.25;2.875;2.625;2.875;2.625;3.25;11;9;14;13;8
3694;Female;49;5;US;Other;1.625;2.125;3;3;3;2.875;12;11;12;10;6
3695;Male;39;6;US;Other;3.5;4.875;5;4.25;4.25;5;14;14;10;14;2
3696;Male;28;2;US;Other;1.875;4.375;3.125;4.125;2;2.25;13;9;8;9;9
3697;Female;29;1;US;Other;2.125;2.5;3;3.5;2.625;2.375;12;8;12;8;9
3698;Female;18;1;US;Other;1.25;3.5;1.625;2.5;1.125;1.125;14;14;10;14;8
3702;Female;26;1;US;Other;1.875;3.5;3.125;1.875;1.625;2.875;12;8;7;8;9
3706;Female;21;4;US;Other;1.875;3.125;4.375;4;2.75;1.875;9;9;6;13;8
3708;Female;23;3;US;Other;2.25;4.5;2.125;3.25;1.875;1.5;13;14;9;10;2
3710;Female;18;3;US;Other;2;3.5;4.875;4.125;3.375;2.25;12;13;10;14;2
3713;Female;18;2;US;Other;1;2.875;3.5;3.625;1.625;1;14;10;7;11;12
3714;Female;14;1;US;Other;1.625;2.5;3.125;2.125;1.25;1.25;12;6;3;8;10
3717;Female;27;3;US;Other;2.75;3.875;3.875;3.375;2.75;3.5;12;13;11;9;3
3725;Female;22;2;US;Other;1.75;3.875;3.625;3.625;3.25;2.25;9;9;6;7;11
3734;Female;29;3;US;Other;2;4.125;4.125;4.5;2.875;1.875;14;4;8;13;6
3735;Male;16;2;US;Other;2;1.5;2.375;2.625;2.25;2.625;14;10;10;8;5
3737;Male;64;1;US;Other;2.625;3.75;2.75;2.625;3.875;4;11;9;12;12;4
3738;Male;44;4;US;Engineering;2.75;2.625;3.125;3.875;2.25;3.25;9;10;4;10;13
3739;Female;17;2;US;Other;1;4.375;3.375;3.375;2.25;2.625;12;11;4;7;10
3741;Male;45;4;US;Other;3;4.125;3.375;4.5;1.625;2;9;12;8;10;10
3744;Female;18;4;US;Other;1.375;3.125;3.375;4.75;3.875;1.25;14;13;7;13;9
3746;Female;27;3;US;Psychology;2.125;5;5;4.75;3;2.625;13;14;6;11;8
3748;Female;13;2;US;Other;2.5;3;3.375;1;2.5;4;9;12;12;4;2
3749;Female;60;6;US;Other;1.5;3.5;3.25;4;3.125;2.625;11;11;8;12;4
3750;Female;20;1;US;Other;2.125;3.75;3.625;4.125;2.625;1.75;11;12;7;8;8
3753;Female;26;3;US;Other;1.125;2.875;1.125;2.375;1.25;1.375;2;14;11;5;11
3756;Female;27;2;US;Other;1;1.75;2.625;3;1.125;1;13;11;5;8;11
3759;Female;20;3;US;Other;2.5;2.125;3.5;3;2.5;3;12;7;4;8;12
3761;Female;24;0;US;Other;1.875;4.125;2.875;2;2;2.75;7;13;2;3;2
3771;Female;21;2;US;Other;1;3.875;4.25;3.5;1.875;1.25;13;4;6;14;9
3773;Male;21;2;US;Engineering;1.75;1.125;3.25;3.625;4.5;3.75;13;13;6;11;7
3782;Male;31;2;US;Other;3.5;4.75;3.25;4.125;3.625;4.5;13;11;8;8;6
3785;Female;16;4;US;Other;1;1.25;1.375;1.5;1.875;1;10;13;5;7;5
3786;Female;51;1;US;Other;1.125;1.5;1.875;2.75;1;2;14;6;14;14;14
3787;Female;15;2;US;Other;1;2.5;2;1.75;1.125;1.125;14;14;8;12;11
3788;Female;20;2;US;Other;2.875;3.5;4.75;3.5;3;2.75;13;9;9;7;5
3790;Male;18;3;US;Other;1.375;2.375;4;2.625;1.625;1.75;13;8;6;9;10
3792;Female;17;2;US;Other;1;3.75;2.875;1.75;2;1.75;13;12;5;6;11
3795;Female;45;3;US;Other;1.625;2.125;2.75;3.5;2.75;3.75;10;10;6;9;4
3796;Male;43;2;US;Other;1.375;4.25;4.375;2.375;1.375;1.125;13;8;6;11;6
3797;Female;19;2;US;Other;1.75;2.125;1.375;4;2.375;1.125;12;14;12;10;3
3798;Male;15;2;US;Other;1.25;3.75;4.125;3.5;3.75;1.25;8;9;13;7;8
3803;Female;46;2;US;Other;1.5;2.75;4;3.375;2.625;3.375;13;9;11;12;5
3809;Female;29;1;US;Other;1.625;3.125;1.25;1;1.25;1.375;12;8;5;6;8
3814;Female;29;2;US;Psychology;1;3.5;4.25;3.75;1;1;14;14;3;14;2
3815;Male;18;5;US;Other;1.25;3.125;2.125;1.625;1.25;1;12;10;10;9;8
3816;Female;16;2;US;Other;1.625;2.25;1;3.625;1.875;4;7;14;4;6;7
3819;Male;28;2;US;Psychology;1.25;3.375;2.5;3.125;2.75;2.125;11;14;10;7;4
3822;Female;21;2;US;Other;1.5;3.875;5;2.25;1.75;2.125;12;9;5;8;12
3823;Male;34;4;US;Other;3.5;3.625;2.75;2.25;1.625;1;12;10;5;6;3
3825;Female;56;3;US;Other;1.5;1.25;3.5;4.5;3.625;2.625;14;11;9;14;3
3828;Female;31;2;US;Other;1;4.25;3.375;3.875;1.75;1.375;14;12;12;14;6
3831;Female;31;1;US;Other;2;4.125;2.375;3.875;2.75;2;12;12;12;7;7
3834;Female;30;3;US;Other;2.875;2.75;3.25;3.875;2.5;1.75;10;11;10;11;6
3842;Male;49;0;US;Other;2.625;3;3;4.375;3.625;2;13;8;7;12;4
3847;Male;26;3;US;Engineering;2.875;3.25;3.125;2.75;2;3.125;11;10;5;7;7
3848;Male;38;3;US;Other;2.625;4;2.625;3;3.125;2.5;14;14;3;5;7
3852;Female;17;2;US;Other;1.625;3.25;1.75;2.875;2.625;1.375;8;14;7;5;4
3853;Female;18;2;US;Other;2.625;2.75;4.125;3.125;3.5;2.75;10;9;12;7;8
3854;Male;49;2;US;Other;1.125;2.875;4.25;4.5;1;2.375;13;14;8;14;7
3855;Male;48;4;US;Other;1.5;2.875;4.125;4;2.25;1.875;13;6;13;14;7
3857;Male;18;3;US;Other;2.25;3;2.75;2.25;2.5;2.25;12;9;9;7;10
3858;Male;14;2;US;Other;1.875;4.625;2.375;1.875;2.875;3.625;8;14;9;7;9
3861;Female;25;0;US;Other;2.625;4.375;4;3.625;1.125;1;13;10;2;13;11
3862;Female;25;3;US;Psychology;2;1.5;4;2.375;1.625;1.625;13;12;6;10;7
3864;Female;40;3;US;Other;1.75;3.75;1.875;2.375;2.5;2.25;14;13;12;12;3
3865;Male;33;6;US;Psychology;3.875;5;3.875;4.625;4;3.75;13;8;10;12;2
3866;Male;46;3;US;Other;1.375;3.125;4.875;4.5;1.5;1.5;14;11;6;14;9
3871;Female;44;2;US;Psychology;2.625;3.875;4.25;2.375;1.625;2.125;10;12;2;5;11
3878;Female;56;5;US;Other;2.125;2.375;3.125;3.375;3.5;3.25;13;14;13;10;6
3879;Male;19;4;US;Engineering;3;1.75;2.125;2.5;3.125;2.125;10;11;12;11;5
3881;Male;40;3;US;Other;1.25;3.75;1.375;3.5;1.5;1;11;10;14;13;11
3882;Male;44;2;US;Other;3.25;3.5;3.875;3.25;3;2.25;14;14;13;8;4
3883;Female;24;2;US;Other;1.625;2.5;2.75;1.125;1;2.875;12;11;8;4;12
3884;Female;14;2;US;Other;1.625;4.125;4.625;4.25;1.75;1.75;14;8;11;9;8
3885;Male;21;3;US;Engineering;3.875;1.875;1.75;2.375;3.25;4.25;5;11;9;8;9
3886;Male;30;7;US;Other;1.25;1.375;3.25;3.625;4.125;4.75;13;13;9;13;3
3887;Female;14;3;US;Other;1.5;2;4.25;2.875;2.375;1.75;11;13;5;8;10
3891;Female;21;1;US;Other;0;0.5;2.375;1;1;0;13;11;7;14;7
3893;Female;19;2;US;Other;1;1;3.625;2.375;2.75;1.5;12;4;14;12;11
3902;Female;46;6;US;Other;1.625;1.75;2.5;2.75;2.125;1.125;13;12;11;12;4
3903;Female;61;4;US;Psychology;2.375;3.75;3.5;4.75;3.75;4.125;14;8;9;14;7
3904;Female;48;3;US;Other;3.25;3.75;3.375;4.5;3.25;3.375;13;13;14;9;3
3906;Female;15;2;US;Other;1;2.75;4.125;3.75;2.5;1.75;13;10;4;7;10
3911;Male;52;3;US;Psychology;1.75;3.125;4.5;3.625;1.125;1.25;13;11;2;11;3
3913;Male;16;2;US;Other;3.25;3.875;1.75;1.125;2.5;2.75;11;13;6;9;9
3915;Female;37;3;US;Psychology;1.5;1.875;2.5;3;2.125;3.125;11;10;13;10;9
3916;Female;45;4;US;Other;1;1.375;1;2.875;4.125;3.125;5;14;3;9;7
3918;Female;22;6;US;Other;2.125;2.375;3.375;3.75;4;1.875;14;7;6;10;11
3919;Female;15;2;US;Other;1;2.625;1;2.25;1;1;10;7;3;8;11
3920;Female;22;4;US;Other;1.5;1.5;3.125;4.375;1.875;2.625;6;11;9;12;5
3925;Female;44;2;US;Psychology;1.75;2.625;4.125;3;2.25;1.625;14;13;8;14;7
3926;Female;37;2;US;Other;2.5;3.875;2.75;3.625;1.75;2.25;14;12;4;7;11
3929;Female;29;4;US;Other;3;1.5;3.25;3.625;3.25;3.75;8;13;3;9;12
3930;Female;22;3;US;Other;2;2.125;3.5;4.375;2.375;1.5;10;11;6;14;4
3932;Female;28;3;US;Psychology;1;3.5;2.875;3.875;1.5;1.75;10;13;4;13;8
3935;Male;18;3;US;Other;1;1;1.875;1;1.375;1;5;13;7;4;12
3936;Female;38;3;US;Other;1;1.5;1;2.5;1;1;8;11;14;8;12
3938;Female;16;2;US;Other;1.5;3.875;2.375;2.625;1.25;1.5;11;9;4;6;12
3940;Male;21;1;US;Other;2.125;4;3;3.25;2.75;2.75;14;7;8;6;10
3941;Female;18;4;US;Other;2.25;2.75;3.875;3.875;3.25;1;14;9;14;10;7
3942;Male;19;2;US;Other;2.125;1.625;1.25;1;1.5;1.75;8;8;6;7;9
3945;Male;43;3;US;Other;1.25;1.25;3;1.625;1.375;1.25;11;8;10;7;5
3947;Male;26;3;US;Other;2.125;3.625;2.875;2.5;1;1.5;10;10;2;9;11
3948;Female;21;3;US;Other;1.125;1.25;1;3.5;3.375;3.5;12;12;4;14;8
3950;Male;30;5;US;Other;1.5;1.125;3.25;2.875;3.625;1.625;12;8;12;8;9
3951;Male;23;7;US;Engineering;3.625;3.625;3;3.375;2.125;2.875;9;13;7;9;5
3953;Female;15;3;US;Other;2;3.75;2.125;3.125;2.125;3;11;8;4;8;12
3957;Female;15;2;US;Other;2.375;3.75;3.75;4.125;2.625;2.375;12;8;12;12;8
3958;Male;18;3;US;Other;3.125;4.25;2.25;2;2.5;3.375;9;10;5;9;9
3959;Male;35;4;US;Other;2.125;2.875;4.125;4.5;4;1.75;12;9;12;12;9
3961;Female;23;4;US;Psychology;1;3.375;3.5;4.125;2.375;1.625;14;6;6;10;12
3963;Male;21;2;US;Other;2.5;1.5;4.5;2.5;3.5;1.5;14;8;14;14;14
3969;Female;36;2;US;Other;1.5;4;4;4.125;3.375;1.25;8;11;12;9;4
3973;Female;36;2;US;Other;1.875;4.125;4.125;3.625;2.375;1.75;13;4;10;10;12
3974;Female;42;4;US;Other;2;3.25;2.375;3.75;2;2;7;13;6;10;5
3975;Female;19;3;US;Psychology;2;2.625;3.25;3.5;2.625;3.125;8;8;4;12;12
3979;Female;19;2;US;Other;1.625;1.75;3.25;3.5;3.625;3.125;10;8;13;13;5
3981;Female;21;2;US;Other;2.25;4;4.5;4.375;3.25;2.5;14;3;9;4;7
3982;Female;25;3;US;Other;1.375;4;2.875;3.75;2.25;1.875;10;12;6;12;11
3983;Female;60;3;US;Other;1.5;4.75;3.75;3.25;3;1;6;14;12;9;8
3985;Male;52;2;US;Other;2.375;3.125;3.625;2.375;1.375;1.125;11;10;5;5;4
3988;Female;27;3;US;Other;1.875;2.875;3.375;3.875;2;1.375;12;8;12;9;7
3989;Female;56;3;US;Engineering;2.125;1.75;2.25;3;1.75;3.875;9;11;4;13;2
3990;Male;51;2;US;Other;4;3.875;2;2.5;1;1.375;14;9;14;7;10
3991;Female;20;3;US;Other;1.625;2.625;4;4.625;3.375;2.875;14;11;14;8;8
3993;Female;16;2;US;Other;1.5;4;4.375;3.25;3.625;2.625;12;12;9;12;4
3994;Female;20;3;US;Other;1.5;1.375;4.75;5;3.875;3;14;12;14;9;7
3996;Female;37;2;US;Psychology;1.375;4.25;1.875;4.75;1.875;1.875;13;12;5;13;7
3997;Male;43;3;US;Other;3;4.25;2.25;2.625;1.625;1.875;13;9;6;12;4
4000;Female;49;4;US;Other;1.875;3.625;4.125;3.125;3.625;3.5;13;13;12;12;6
4003;Female;39;3;US;Other;1;1;1;1.5;1.625;2.5;11;14;4;8;8
4004;Female;29;1;US;Psychology;2.75;3.375;2.5;2;2;3.375;8;13;4;11;10
4006;Male;43;2;US;Other;2.875;2.875;3.125;3.5;3.5;3.25;9;14;9;12;3
4008;Female;52;2;US;Other;2.375;3.25;2.625;3.25;2.125;1.5;11;7;8;10;3
4009;Female;33;2;US;Psychology;1.75;3;2.75;2.875;2.25;1.75;14;7;13;14;5
4011;Male;42;1;US;Other;1;3.5;2.375;3.375;1.5;1;11;13;8;10;6
4012;Female;18;3;US;Other;1;1.625;1.625;2.375;2.75;1.5;13;10;7;11;12
4013;Female;33;5;US;Other;1.125;1.125;4;3.75;2.875;2.375;12;11;8;10;7
4014;Female;22;3;US;Psychology;2.375;4;3.75;3.75;2.5;3;8;12;5;10;6
4015;Male;30;5;US;Other;1.75;1;3.75;3;3.875;2;8;8;10;8;9
4016;Male;55;6;US;Engineering;2.625;4.5;4.25;2.25;2.875;2.875;8;14;7;11;3
4017;Female;53;5;US;Psychology;1.5;2.375;4;4.5;2.875;1.25;11;13;13;9;8
4018;Male;17;0;US;Other;1.25;3.625;2;2.5;2.75;2.5;10;8;14;5;7
4019;Female;16;2;US;Other;1.5;3;1.875;3.5;2.875;2.125;9;12;11;8;11
4020;Female;20;2;US;Other;1.25;2.375;2;4.25;2.5;2.5;11;11;9;9;8
4023;Female;19;2;US;Other;1.25;3.375;2.625;2.5;1.75;2.875;9;14;5;13;6
4024;Female;25;2;US;Other;3.625;4.375;2.625;3.375;2.875;3.125;11;8;9;13;6
4025;Female;29;5;US;Other;2.5;4;1.5;4;1.125;1.25;11;13;5;11;7
4029;Male;38;4;US;Other;1.5;2.25;3.875;3.375;1.25;1;9;7;2;10;9
4033;Female;27;2;US;Other;1.25;1.75;3.5;3.375;1.875;1;13;13;5;9;10
4035;Male;25;2;US;Other;4.875;5;1.5;4.375;2.875;4.875;10;9;9;9;6
4039;Male;55;2;US;Psychology;1;3.5;1.5;1;1.375;1.125;11;13;2;6;13
4047;Female;40;4;US;Other;1.125;2.25;1.125;1.625;1.5;1.875;9;10;11;9;12
4066;Female;54;3;US;Other;1.125;3.5;2.125;3.625;1.375;1.25;12;13;3;14;6
4072;Female;19;2;US;Other;2;4.125;3.875;3.5;2.25;1.625;14;6;11;14;2
4074;Female;26;4;US;Other;1;2.625;2.125;2.625;1.75;1.75;11;13;8;5;14
4075;Female;30;2;US;Psychology;2.25;1.625;1.75;4.25;1.625;2.5;12;14;14;10;3
4080;Female;19;0;US;Other;1.75;2.875;3;3.25;3.125;2.125;12;8;8;10;9
4081;Female;58;5;US;Other;1.625;2.875;4;2.75;1.625;1.625;9;14;4;4;9
4086;Female;32;1;US;Other;1.375;2;2.75;2.375;1.375;1.375;14;9;12;6;7
4087;Female;33;1;US;Other;1.5;3.75;4;4;2;2.625;12;12;12;13;5
4089;Female;20;2;US;Other;1.75;2.125;1.125;3.5;3;3.625;7;12;4;9;3
4090;Male;47;3;US;Other;1.5;4.125;3.25;2.625;2.5;1.75;12;11;3;8;9
4091;Male;52;3;US;Other;2.875;3.375;2.5;2.375;1.875;2.125;9;3;14;10;3
4093;Male;22;3;US;Engineering;2.75;3.625;1.875;2;1.25;1.5;10;9;2;4;5
4094;Female;31;2;US;Other;4.375;3.125;3.125;2.75;3.875;4.625;13;12;14;10;8
4098;Male;20;2;US;Other;3.5;2.875;2.375;2;2.375;2;12;12;9;7;7
4099;Female;18;3;US;Other;1;4.625;1.375;1.875;1.75;1.75;12;6;4;2;10
4100;Male;14;3;US;Other;2.125;3.25;2.125;1.5;3.125;2.5;11;12;7;6;7
4101;Female;37;1;US;Other;1.625;1;2.375;2.625;2;1.125;11;12;13;9;4
4102;Male;19;4;US;Other;2.875;4.125;3.625;3.75;2.75;3.5;13;12;12;7;5
4103;Female;50;2;US;Psychology;1.875;3.5;3.25;3.5;2.875;2.125;12;9;8;11;3
4106;Male;19;3;US;Other;3.5;2.625;2.25;1.75;4;2.25;11;14;8;14;2
4109;Female;34;3;US;Other;2.875;2.625;2.375;3.25;1.75;2.25;8;6;2;12;8
4110;Female;45;3;US;Other;2.375;2.125;2.375;2.375;2.875;4.375;8;11;6;8;8
4111;Female;22;4;US;Other;2.125;2.125;3.75;3.625;2.375;3.75;11;5;4;14;2
4112;Male;31;1;US;Other;3.625;2;1.125;1.75;3.875;3;13;12;7;12;3
4115;Female;16;3;US;Other;3.125;4.5;1.875;2.375;2.875;1.5;10;12;4;6;3
4116;Female;43;4;US;Other;1.125;3.5;2.875;4.25;2.25;1.5;14;10;14;9;4
4117;Male;19;2;US;Other;2.5;1.25;3.125;3.875;3.125;3.125;7;14;5;8;7
4118;Female;31;4;US;Other;1.75;3.25;1.5;3.5;2.125;2;12;7;4;12;8
4121;Female;17;2;US;Other;2.75;3.75;4.125;2.75;2.625;3.5;13;10;3;9;9
4122;Female;18;1;US;Other;1.25;1;1.25;2.875;1.875;1;7;4;4;5;11
4123;Female;28;2;US;Other;3.25;3.875;2.75;2.125;1.375;3.625;10;10;4;10;10
4124;Female;16;2;US;Other;2.625;2.625;3.75;2.875;3.5;3.625;14;9;3;10;9
4125;Female;17;5;US;Other;2.25;4;1.875;2.5;2.875;2.375;12;6;11;5;7
4126;Male;56;2;US;Other;1.25;4.75;4.25;3.375;1.875;2.375;12;8;5;11;5
4136;Female;21;3;US;Other;1.875;3.5;2.875;3.25;1.75;1.875;13;10;8;11;6
4137;Female;29;3;US;Psychology;2.125;1.625;2.5;4.5;2.5;3.25;9;12;4;10;8
4138;Female;68;4;US;Other;2.125;3.5;3.125;3.875;3.25;2.625;11;13;14;10;5
4140;Female;19;3;US;Other;2.875;3;3.625;3.375;3;1.75;13;10;6;12;6
4141;Male;23;1;US;Other;1.5;3.625;3.5;3.75;2.75;3.375;14;6;2;8;10
4142;Male;15;1;US;Other;1;3.625;3.375;3.875;2.625;2.25;9;13;3;10;13
4143;Female;16;2;US;Other;1.625;4.75;3.625;3.875;2;2.75;11;14;9;9;7
4144;Female;38;2;US;Other;1;1.5;1.25;4.375;1.125;1;11;9;5;12;9
4145;Male;17;5;US;Other;1.875;2.625;1.5;1.5;1.5;1.75;8;8;5;13;3
4146;Female;46;1;US;Other;2.875;3.375;3.125;3.25;3.125;2.625;12;10;9;13;9
4148;Male;57;3;US;Other;3.25;3.375;4;3.375;3;3;12;7;11;12;4
4151;Female;38;2;US;Other;1.75;2.5;3.875;4;3;1.75;14;12;9;14;3
4153;Female;17;1;US;Other;1;5;1.5;5;5;2.875;14;14;14;14;4
4155;Female;17;1;US;Other;1;5;1.5;4.5;1;2.5;14;14;14;14;4
4156;Male;23;2;US;Other;3.25;3.125;2.125;4;2.375;1.5;11;12;8;10;3
4158;Male;40;2;US;Other;1.625;1.375;1.625;1.625;2.125;1.25;13;13;13;7;9
4160;Female;13;4;US;Other;1.875;3.375;3.75;2.375;2.25;3;13;12;2;9;10
4165;Female;35;2;US;Other;2.5;3.125;1.25;2.5;1.5;3;7;8;2;8;15
4171;Male;27;3;US;Other;3.625;3.875;3.5;3.375;2.75;3.625;9;10;5;10;7
4176;Female;17;1;US;Other;2;5;1;4.5;1;2.5;14;14;14;14;3
4184;Female;38;3;US;Other;2.875;3.375;2.75;4;4;3.875;9;11;13;12;7
4186;Male;50;4;US;Other;2.625;4.875;3.25;4.5;3.25;4.125;13;13;8;12;7
4187;Male;58;3;US;Other;1.625;4.625;2.125;2;1;1.625;14;11;8;6;10
4190;Female;26;3;US;Other;1.25;2.875;2.375;4;1.875;1.375;8;11;5;12;11
4191;Male;30;3;US;Other;1.875;2.75;4.625;4.25;3.375;2.375;10;4;8;8;8
4192;Male;36;3;US;Other;1.75;4.625;3.125;2.5;2.625;1.75;14;12;9;11;3
4194;Female;18;4;US;Other;2.125;2.375;2.625;3.125;2.875;3;12;11;7;11;6
4195;Female;21;4;US;Other;1;2.875;3.625;2.625;1.625;1.125;14;9;6;14;11
4196;Male;56;10;US;Psychology;3.75;4.75;1.625;3.5;2;2.5;12;8;2;13;9
4198;Female;18;2;US;Other;1.125;3.625;4.25;3.125;1.875;1.75;7;11;12;6;11
4200;Female;17;1;US;Other;2.875;3.75;3.875;3.625;3.125;3;8;9;6;8;8
4202;Female;18;5;US;Other;1.875;3.5;3.375;3.375;3;2.875;10;11;7;10;7
4203;Male;26;2;US;Other;1.875;2.875;3;3.125;2.125;3.125;12;12;11;12;4
4204;Male;26;2;US;Other;1.625;1.5;1.75;2.375;2.875;3.5;13;12;12;12;3
4205;Female;26;3;US;Other;1.75;4.625;2.625;3.75;1.5;2.25;12;12;4;11;7
4207;Male;31;2;US;Other;1.25;3.375;3;2.25;1;1.25;11;8;4;11;10
4208;Female;23;3;US;Other;1.625;2.75;1.875;3.25;2.25;2.125;13;12;8;13;3
4209;Male;16;3;US;Other;1;2.625;1.375;2.5;1.875;3;12;13;9;13;4
4210;Female;18;0;US;Other;1.625;2.875;2.25;2.875;1.875;4.25;10;12;3;13;3
4211;Male;26;2;US;Other;1.625;2.5;3.5;2.625;1.75;2;14;10;9;8;6
4213;Female;44;2;US;Other;2.25;3;4.375;3.375;1.875;1;14;4;13;9;5
4214;Female;17;2;US;Other;1;4.75;1.375;1.625;1.625;1.75;11;12;8;2;8
4216;Male;17;4;US;Other;1.25;4.875;4.375;3.375;2.75;1.625;14;12;10;11;3
4220;Female;55;3;US;Other;1.25;3.25;4.125;4.125;3;2;14;11;13;9;10
4222;Female;52;4;US;Other;2.125;3;4.125;4.375;3.75;2.125;13;8;13;13;6
4223;Female;18;2;US;Other;3.25;3.125;2.625;2.75;2.625;3.125;9;11;3;8;7
4224;Female;16;1;US;Other;1.125;2.75;1.375;1.875;1.75;1.625;12;12;8;12;6
4225;Male;19;3;US;Other;2.5;3.125;3.75;4;2.875;1.75;13;9;3;9;5
4231;Female;20;3;US;Other;1.5;2.375;3.375;3.375;2.375;1.25;9;9;8;10;9
4232;Female;28;4;US;Other;1.875;3.25;4.125;2.875;1.5;1.75;6;4;3;12;11
4234;Male;58;4;US;Other;3;2.25;3.5;3.375;3.5;3.375;13;14;9;13;7
4235;Female;18;3;US;Other;1.5;1.125;1.375;4.375;1.625;1.625;13;13;13;7;5
4237;Female;16;2;US;Other;1.25;3.375;1.5;3;2.125;1.625;10;11;8;8;8
4238;Female;45;2;US;Other;1.875;3.375;2.25;4;2.875;3.625;12;3;12;13;10
4240;Female;17;4;US;Other;1.125;3.125;1;3.125;1;1.25;13;13;7;11;10
4243;Female;17;2;US;Other;1.875;1.875;3.375;3.5;2.375;2;11;6;3;11;13
4246;Male;34;2;US;Other;1.875;2.25;3.75;3.25;3.125;1.625;14;12;12;8;10
4247;Male;45;2;US;Other;1.5;4.375;3.375;1.125;2;1;14;7;4;4;2
4249;Male;32;5;US;Other;1.625;1.875;1.75;3;3.25;3.25;9;13;9;10;7
4252;Female;17;2;US;Other;2.25;1.125;3.5;1;1;1.5;13;13;2;5;3
4253;Female;31;3;US;Other;2.75;2;1.75;3.25;2.625;2.75;11;14;9;11;4
4254;Female;18;11;US;Other;1;4.75;2.625;1.75;1;1.25;14;13;6;12;8
4255;Male;64;3;US;Other;3.125;2.375;2.75;2.625;2.5;1.5;14;12;2;10;6
4257;Female;19;2;US;Other;2.625;2.5;4.125;4.125;2.5;1.375;14;13;8;13;10
4259;Female;68;3;US;Other;2;3.125;4.75;1.5;1.625;1;14;10;11;10;10
4260;Male;24;3;US;Other;1.625;3.75;2.375;3.375;2.625;3.125;8;13;8;8;10
4261;Male;17;3;US;Other;1;3.75;3.75;1.875;1;1.25;14;9;2;13;8
4264;Female;34;2;US;Other;1;3.375;3.375;4;3.5;2.875;14;13;8;12;4
4276;Male;43;3;US;Engineering;2.375;4.625;3.5;3.5;2.375;2.25;10;13;7;8;9
4281;Female;23;2;US;Other;1.375;3;4.75;4;1.75;1.5;14;11;14;13;7
4284;Female;48;4;US;Other;1.875;1.75;1.375;3.375;2.625;3.125;7;12;8;5;6
4287;Female;38;7;US;Other;1.75;4.25;3.75;3.125;2.25;1.875;13;12;4;14;7
4291;Female;19;3;US;Other;1;2.375;2;4.375;2;1;11;12;12;11;8
4293;Female;46;3;US;Other;1;3.5;3.5;3.625;1.375;1;13;12;7;14;10
4297;Female;32;2;US;Psychology;1.375;2;2.5;4;2.875;1.125;9;12;12;11;7
4302;Female;14;2;US;Other;1.75;3.625;2.25;2.5;2.375;1.125;11;9;10;12;7
4306;Male;24;0;US;Other;3.5;2.5;4;4.125;3.625;2.75;11;11;11;9;8
4307;Female;16;3;US;Other;1.375;1;3.375;2.5;2.75;2.375;10;11;6;7;11
4308;Female;20;1;US;Other;1.75;1.25;1.5;1.5;3.125;3;4;6;5;14;13
4309;Female;30;2;US;Other;1;1.75;3.625;3.625;4;3.375;14;14;9;9;9
4310;Male;42;2;US;Other;3.5;4.5;2.875;2.375;1.25;3.75;6;9;2;8;10
4311;Male;38;2;US;Other;2.75;3;3.25;1.5;2.5;3.75;9;12;8;13;7
4312;Male;21;5;US;Other;1.75;4.125;2.625;4.125;3.75;3.375;8;6;7;10;11
4315;Female;19;2;US;Other;1;3.375;1.25;1.625;1;1;11;8;8;7;9
4317;Female;19;2;US;Other;2.5;2.375;3.75;3;3;1.25;11;8;6;11;11
4319;Female;47;0;US;Other;1.875;1.875;1.875;2.875;1.75;2.875;14;14;5;11;5
4323;Male;62;2;US;Other;1;1.25;1.25;1.125;1;1;11;4;4;4;11
4324;Female;19;2;US;Other;1.75;4.625;1.375;4.375;1.375;1.625;11;6;4;9;11
4332;Female;15;2;US;Other;1.75;3.625;4.5;2.875;2.625;2;11;8;5;9;9
4340;Male;13;7;US;Other;1.875;2.625;1.625;1;2;3;11;11;10;10;4
4341;Male;14;3;US;Other;1.125;1.5;3.75;1.25;3.75;1.75;12;12;14;7;5
4342;Male;15;0;US;Other;3.25;3.875;1.5;1.375;1.625;2;10;14;8;7;3
4343;Male;15;4;US;Other;1.625;2.375;5;2;1.5;1.75;14;9;14;11;9
4344;Male;14;3;US;Psychology;1.75;2.5;1;2;2.125;1.375;11;11;6;11;6
4349;Female;43;5;US;Engineering;3.125;3.375;3.5;3.75;3;3;8;9;8;7;10
